text,label,text_clean
"Bank records show $28,500 deposit to Syed Farook's account two weeks before the shooting, source says",1,bank record show deposit syed farook account two week shooting source say
U.S. Election Thread 2016-06,0,election thread
Gundlach: Trump Would Use Debt Like Reagan for Growth,1,gundlach trump would use debt like reagan growth
Zika: a masterpiece of public mind control,0,zika masterpiece public mind control
Hillary PANDERS to Black and Hispanic Radio Hosts Claiming RAP “Influenced her” and MEXICAN FOOD is her “Favorite” – TruthFeed,0,hillary pander black hispanic radio host claim rap influence mexican food favorite truthfeed
Isis Leader ‘hiding in Mosul’ as Troops Storm Iraqi City,0,isis leader hiding mosul troop storm iraqi city
VA admits it has no contracts in place for billions of dollars spent on veterans’ medical care,1,va admit no contract place billion dollar spend veteran medical care
"Hannity, Judge Jeanine, Crowley “Hillary has Sold America’s National Security. WORSE than a CRIME FAMILY” – TruthFeed",0,hannity judge jeanine crowley hillary sell america national security bad crime family truthfeed
WORLD WAR 3 IS COMING,0,world war come
'American Sniper' widow: Gun control won't protect us,1,american sniper widow gun control not protect we
"House report: Cash-strapped IRS prioritized bonuses, union activity over helping taxpayers",1,house report cash strap irs prioritize bonus union activity help taxpayer
Israel: Ancient Papyrus Proves Jerusalem Belongs To Israel,0,israel ancient papyrus prove jerusalem belong israel
Bad idea: Shell’s gearing up to start drilling in the Arctic again,1,bad idea shell gearing start drill arctic
Taliban claim responsibility for Kabul attack,1,taliban claim responsibility kabul attack
It’s official: California farmers volunteer to give up water,1,official california farmer volunteer give water
But How Do You Use Nonviolence Against a Nuke?,0,use nonviolence nuke
"Jerusalem in Photos from 1862: No mosques, no Palestinians – only ghost towns of massacred Christian areas",0,jerusalem photo no mosque no palestinians ghost town massacre christian area
Donald Trump and Hillary Clinton walk in to a bar,0,donald trump hillary clinton walk bar
The Satanic Nature of Modern Cult-ure,0,satanic nature modern cult ure
"Interview: Sarah Anastasia, Muslim Makeup Artist And Skin Care Consultant",0,interview sarah anastasia muslim makeup artist skin care consultant
#Podesta21: Clinton’s ‘Twisted’ Behavior ‘Smacks of Acting Above the Law’,0,podesta21 clinton twisted behavior smack act law
Hillary Clinton demands answers and Democrats call foul,0,hillary clinton demand answer democrats call foul
Hillary Clinton campaign trolls GOP by boosting Donald Trump,1,hillary clinton campaign troll gop boost donald trump
Bernie Sanders: The Democratic primary gave me ‘leverage I intend to use’ to pressure Hillary Clinton,0,bernie sanders democratic primary give leverage intend use pressure hillary clinton
"BREAKING: VP Candidate Mike Pence’s Plane Skids Off Runway, Tears Up Tarmac at NYC Airport…",0,break vp candidate mike pence plane skid runway tear tarmac nyc airport
Paul Manafort resigns from Trump campaign,1,paul manafort resign trump campaign
Vote fraud expert Bev Harris exposes electronic voting machines [Video],0,vote fraud expert bev harris expose electronic voting machine video
Democrats need to learn to defend Obama's record on foreign policy,1,democrats need learn defend obama record foreign policy
iPhone Tricks – 15 Secret iPhone Codes,0,iphone trick secret iphone code
"In the battle against 'sleazy' media, why Trump keeps lapping Hillary",1,battle sleazy media trump keep lap hillary
Clinton’s 2016 makeover the latest in long line of resets,1,clinton makeover late long line reset
Ted Cruz: Democratic Party home to 'liberal fascism' against Christians,1,ted cruz democratic party home liberal fascism christian
Trump's unreal foreign policy: Our view,1,trump unreal foreign policy view
A Greek Donbass? Cyprus between Russia and NATO,0,greek donbass cyprus russia nato
Paul Ryan: Clinton should not continue to receive classified briefings during FBI investigation,0,paul ryan clinton not continue receive classify briefing fbi investigation
Lady Gaga Protests Donald Trump Outside of Trump Tower,0,lady gaga protest donald trump outside trump tower
It's time for Republican Party leaders to embrace marriage equality,1,time republican party leader embrace marriage equality
What we've forgotten about childhood disease risks,1,forget childhood disease risk
Libertarian ticket eyes post-convention opening – and debate stage,1,libertarian ticket eye post convention open debate stage
"Democrats propose Internet voting in 2016, making Republicans also consider the idea",1,democrats propose internet voting make republican also consider idea
CodeSOD: Dollar Dollar Dollar Dollar Underscore,0,codesod dollar dollar dollar dollar underscore
Does Trump Have a Fighting Chance Against the Establishment | New Eastern Outlook,0,trump fight chance establishment new eastern outlook
Charleston Mourns The Dead At Emanuel AME: 'I Knew Every Single One Of Them',1,charleston mourn dead emanuel ame know every single one
'There are many instances’ of voter fraud: GOP VP candidate Pence,0,many instance voter fraud gop vp candidate pence
Will Trump Be Different than Hillary Or Obama? SoT #125,0,trump different hillary obama sot
The delay over Loretta Lynch’s confirmation isn’t about bias,1,delay loretta lynch confirmation isn bias
U.S. and Cuba find ‘profound differences’ in first round of talks,1,cuba find profound difference first round talk
New York prison break: DNA found in cabin,1,new york prison break dna find cabin
Crooked Hillary Risks Having ‘Blue Dress Moment’ By Aggressively Attacking FBI And James Comey,0,crooked hillary risk blue dress moment aggressively attack fbi james comey
McCarthy Bombshell Leaves House GOP in Chaos,1,mccarthy bombshell leave house gop chaos
5 Things Teachers Are Doing During Midterm That Isn’t A Massive Session,0,things teacher midterm isn massive session
Hillary Clinton’s absurd Bernie smear: Why attacking him from the right on healthcare makes literally no sense at all,1,hillary clinton absurd bernie smear attack right healthcare make literally no sense
This video of a woman stuck in a freezer raises more questions than it answers,0,video woman stick freezer raise question answer
House Dems ‘shame’ opponents of defeated LGBT rights bill,1,house dems shame opponent defeat lgbt right bill
Here's How Inflation Has Eroded American Workers' Overtime Eligibility,1,inflation erode american worker overtime eligibility
What I Learned Watching 15 Hours of Cruz Family Videos,1,learn watch hour cruz family video
Set Staff Horrified At What Hillary Is Caught Doing After Brutal Interview,0,set staff horrify hillary catch brutal interview
"Hillary Collapses On Her Way To The Stage, Sellout Bruce Springsteen Covers For Her – The Resistance: The Last Line of Defense",0,hillary collapse way stage sellout bruce springsteen cover resistance last line defense
Freeing Yourself From Overwhelm,0,free overwhelm
Global warming sparks partisan firestorm on once-sleepy House committee,1,global warming spark partisan firestorm sleepy house committee
BLM To Lease Ohio’s Only National Forest To Fracking Interests,0,blm lease ohio national forest fracke interest
World War 3?,0,world war
Hillary Clinton accepts nomination with 'boundless confidence in America's promise',1,hillary clinton accept nomination boundless confidence america promise
"Homeland Security Chief Says 30,000 Will Be Furloughed If Department Shuts Down",1,homeland security chief say furlough department shut
"The Presidential Bid Of Ted Cruz, The Reddest Meat Of The Right",1,presidential bid ted cruz reddest meat right
Forget the FBI Cache; The Podesta Emails Show How America is Run      : Information Clearing House - ICH,0,forget fbi cache podesta email show america run information clearing house ich
"Cuba releases all 53 political prisoners to complete deal, U.S. official says",1,cuba release political prisoner complete deal official say
Melting Glaciers In Bolivian Andes Leave Communities At Risk,0,melt glacier bolivian andes leave community risk
What Pentagon would gain from Bowe Bergdahl desertion charge (+video),1,pentagon would gain bowe bergdahl desertion charge video
Julian Assange to Speak Prerecorded RT Interview (11/5/16),0,julian assange speak prerecord rt interview
Podesta Brothers Kidnapped a 3yo British Girl in Portugal - Wikileaks,0,podesta brother kidnap 3yo british girl portugal wikileak
Compromises being reached in Iran talks,1,compromise reach iran talk
House Votes To Repeal Affordable Care Act,1,house vote repeal affordable care act
"Trump won because Democratic Party failed working people, says Sanders",0,trump win democratic party fail work people say sander
Trove of Bin Laden documents released,1,trove bin laden document release
Will Islamic State attacks bolster prospects for political solution in Syria? (+video),1,islamic state attack bolster prospect political solution syria video
The Old Democrat Wall Street Plus Identity Politics Playbook is Dead,0,old democrat wall street plus identity politic playbook dead
"New Hampshire primary results: Sanders, Trump stun U.S.",1,new hampshire primary result sander trump stun
